description,keywords,genre,year,name,director,id
"El arquitecto Paul Kersey se convierte en vigilante de nuevo cuando intenta encontrar a los cinco matones callejeros que asesinaron a su hija y su ama de llaves, esta vez en las oscuras calles de Los Ángeles.","vigilante, violación, prostitute, woman in jeopardy, pandilla","acción, crimen, drama",1982.0,Yo soy la justicia,Michael Winner,111
Los ángeles investigan una serie de asesinatos que se producen tras el robo de una base de datos de perfiles de protección de testigos.,"años 2000, reparto principal, violencia, película de culto, coche que explota","acción, aventura, comedia",2003.0,Los ángeles de Charlie: Al límite,McG,112
"Durante la invasión japonesa de China en 1937, George Hogg (Jonathan Rhys Meyers), un joven periodista británico, tratará con la ayuda de una enfermera australiana (Radha Mitchell) de salvar a un grupo de huérfanos.","japanese occupation of china, año 1937, China, Segunda Guerra Mundial, la década de 1940","drama, bélico",2008.0,Los niños de Huang Shi,Roger Spottiswoode,113
"Tras la casa de una joven familia de Maine se esconde un terrible secreto que tiene el poder de dar la vida más allá de la muerte. Cuando sucede una tragedia, la amenaza de ese poder se hace innegable.","intentionally misspelled title, neighbor, indian burial ground, bisturí, fantasma","fantasía, terror, suspense",1989.0,El cementerio viviente,Mary Lambert,114
Los niños de todo Estados Unidos quieren máscaras de Silver Shamrock para Halloween. El doctor Daniel Challis intenta desvelar un complot por el propietario de la franquicia.,"halloween, stonehenge, fábrica, northern california, curfew","terror, misterio, ciencia ficción",1982.0,Halloween III: El día de la bruja,Tommy Lee Wallace,115
Un fiscal de distrito es aterrorizado por el criminal que encerró hace años cuando era policía.,"fiscal de distrito, escape from prison, torre, african american, empty swimming pool","acción, crimen, drama",1992.0,Ricochet,Russell Mulcahy,116
Un afable chico de pueblo hereda una cadena de medios de comunicación y empieza a hacer negocios a su manera.,"unknowing heir, sudden wealth, pez fuera del agua, character name as title, liar revealed","comedia, romance",2002.0,Mr. Deeds,Steven Brill,117
Un jabalí enloquecido aterroriza el interior de Australia. El marido de una de las víctimas forma equipo con un granjero y un cazador para darle caza.,"giant animal, cerdo, hunter, wild animal, cueva","terror, suspense",1985.0,Razorback: Los colmillos del infierno,Russell Mulcahy,118
"Basado en el libro de H.G. Bissinger, que describe la ciudad de Odessa, Texas y su heroico equipo de fútbol de secundaria, The Permian High Panthers.","EEUU, Estados Unidos, Texas, fútbol, coach","acción, drama, deporte",2004.0,Luces de viernes noche,Peter Berg,119
Paul y Jamie Buchman son una pareja de recién casados de la ciudad de Nueva York. Se centra en el humor amable de la vida doméstica y las situaciones cotidianas.,"comedia, ciudad de Nueva York, relación entre marido y mujer, blonde, apartamento","comedia, romance",1992.0,Mad About You,,120
"El poderoso pero arrogante dios Thor es expulsado de Asgard para vivir entre los humanos en Midgard (la Tierra), donde pronto se convierte en uno de sus mejores defensores.","loki character, scientist, marvel cinematic universe, nick fury character, clint barton character","acción, aventura, fantasía",2011.0,Thor,Kenneth Branagh,121
"""Seis personas se encuentran atrapadas en los bosques de Virginia Occidental, perseguidas por """"hombres de montaña caníbales, gravemente desfigurados a través de generaciones de endogamia"""".""","west virginia, bound and gagged, neumático desinflado, hillbilly, wrong turn","terror, suspense",2004.0,Km. 666,Rob Schmidt,122
Un dramaturgo de Broadway incluye el asesinato en su plan para atribuirse el mérito de la obra de un estudiante.,"final sorpresa, gay protagonist, battle of wits, scared to death, viendo la tele","comedia, crimen, misterio",1983.0,La trampa de la muerte,Sidney Lumet,123
"Un abogado usa su poder para ayudar a su amante a poner a su padre entre rejas, pero cuando escapa, todos corren peligro.","bufete de abogados, lawyer, ley, committed to asylum, killing a pet","crimen, misterio, suspense",1998.0,Conflicto de intereses,Robert Altman,124
"En el siglo 22, un científico intenta corregir el error que su ancestro creó: la caja de rompecabezas que abre las puertas del infierno y desata a Pinhead y sus legiones cenobitas.","22nd century, secuela, puzzle box, espacio exterior, heart in hand","terror, ciencia ficción",1996.0,Hellraiser 4 El final de la dinastía sangrienta,Kevin Yagher,125
"Convencido de que su tesis le hará graduarse con honores en la Universidad de Harvard, un estirado estudiante se encuentra a merced de las exigencias de un vagabundo cuando éste tiene los documentos como rehenes.","harvard university, homeless man, college student, amistad, amistad improbable","comedia, drama",1994.0,Un intruso en Harvard,Alek Keshishian,126
"Cuando los Walshes se mudan al vecindario, Freddy intenta poseer la mente de Jesse Walshe para obtener ayuda en su ola de asesinatos.","homoerotismo, tanga para hombre, gay, white briefs, male rear nudity",terror,1986.0,Pesadilla en Elm Street 2: La venganza de Freddy,Jack Sholder,127
"Un siglo antes de la misión de cinco años del Capitán Kirk, Jonathan Archer capitanea la nave Enterprise de la Tierra Unida durante los primeros años de la Flota Estelar, que condujeron a la Guerra Tierra-Romulana y a la formación de","earth starship, terrícola, terrícola, space explorer, earthman","acción, aventura, drama",2004.0,Star Trek: Enterprise,,128
"Cuando su único amigo muere, un hombre nacido con enanismo se muda a la zona rural de Nueva Jersey para vivir una vida de soledad, solo para conocer a un vendedor de perritos calientes majo y una mujer lidiando con su propia pérdida.","fitting in, loner, new in town, amistad improbable, railroad agent","comedia, drama",2004.0,The Station Agent (Vías cruzadas),Tom McCarthy,129
Una comedia negra que sigue la vida de una disfuncional familia californiana que se dedica a llevar unas pompas fúnebres.,"funeral home, daydream, hablar con los muertos, relación entre marido y mujer, relación novio-novia","comedia, drama",2003.0,A dos metros bajo tierra,,130
Washington D. C. tiene un nuevo defensor: Fenomenoide. La comedia y la locura no cesan cuando él está cerca.,"humor sarcástico, adolescente, rompiendo la cuarta pared, superhéroe, non comic book superhero","animación, corto, acción",1995.0,¡Fenomenoide!,,131
Los supervivientes de un accidente aéreo se ven obligados a trabajar juntos para sobrevivir en una isla tropical aparentemente desierta.,"supervivencia, destino, retrospectiva, south-pacific, viaje en el tiempo","aventura, drama, fantasía",2005.0,Perdidos,,132
"El número 5 de un grupo de robots experimentales en un laboratorio se electrocuta, de repente se vuelve inteligente y escapa.","inteligencia artificial, struck by lightning, three stooges spoof, animal lover, robot","comedia, familiar, ciencia ficción",1986.0,Cortocircuito,John Badham,133
"""Los niños de la familia Darling reciben la visita de Peter Pan, que los lleva al País de Nunca Jamás, donde tiene lugar una guerra en curso contra el malvado Capitán Garfio Pirata.""","peter pan character, captain hook character, smee character, wendy darling character, gagged girl","aventura, familiar, fantasía",2004.0,Peter Pan: La gran aventura,P.J. Hogan,134
"Jim y sus amigos están ahora en la universidad, y deciden reunirse en la casa de la playa para divertirse.","coito, female nudity, college student, reference to safe sex, female removes her clothes",comedia,2001.0,American Pie 2,J.B. Rogers,135
"Una terapeuta especializada en tratar el duelo, que trabaja con un grupo de supervivientes de un accidente aéreo, se ve inmersa en un misterio cuando sus clientes empiezan a desaparecer uno a uno.","accidente de avión, superviviente, explosión, el más allá, relación paciente-médico","misterio, romance, suspense",2008.0,Passengers,Rodrigo García,136
"En coma, un dibujante se encuentra atrapado dentro de su propia creación subterránea y debe encontrar la forma de regresar mientras compite contra su famoso y traicionero personaje, Monkeybone.","coma, carnaval, mono, secuencia de fantasía, accidente de coche","animación, comedia, fantasía",2001.0,Monkeybone,Henry Selick,137
Una comedia romántica centrada en la vida de cinco mujeres libanesas que viven en Beirut.,"caramel, f rated, woman wears hoop earrings, demencia, referencia a la Virgen María","comedia, drama, romance",2008.0,Caramel,Nadine Labaki,138
El encargado de mantenimiento de un hotel descubre que las historias que les cuenta a sus sobrinos se hacen realidad por arte de magia.,"cuento de hadas, horse, hotel manager, germaphobia, hotel","aventura, comedia, familiar",2009.0,Más allá de los sueños,Adam Shankman,139
"Un antiguo soldado estadounidense regresa a su ciudad natal para encontrarla invadida por el crimen y la corrupción, lo que le obligará a limpiar las calles de delincuentes.","pole dancing, estriper, hixploitation, arma, broken bone","acción, crimen",2004.0,Pisando fuerte,Kevin Bray,140
"Las desventuras de cuatro bebés y su primo mayor, al enfrentarse a las cosas de la vida que no entienden.","bebé, amistad, toddler, older actors younger roles, boy wears eyeglasses","animación, aventura, comedia",1991.0,Rugrats: Aventuras en pañales,,141
"El pequeño Billy ha sido testigo de la muerte de sus padres a manos de Papá Noel después de que su abuelo senil le advirtiera del castigo a los traviesos. Ahora Billy ha cumplido 18 y, recién salido del orfanato, ha encarnado a Papá ","santa claus, serial killer, Navidad, serial killer as protagonist, mother superior","terror, suspense",1984.0,"Noche de paz, noche de muerte",Charles E. Sellier Jr.,142
"Tracy Turnblad, una adolescente agradablemente regordeta, le enseña a Baltimore, en 1962, una o dos cosas sobre la integración después de conseguir un lugar en un programa de danza de la televisión local.","remake, tv dance show, racial tension, baltimore maryland, la década de 1960","comedia, drama, musical",2007.0,Hairspray,Adam Shankman,143
"Un aspirante a chef es contratado para llevar a casa al hijo de un mafioso del Amazonas, pero se ve involucrado en la lucha contra un tiránico opresor de la ciudad y la búsqueda de un tesoro legendario.","selva, cazarrecompensas, Brasil, mina de oro, buddy","acción, aventura, comedia",2004.0,Tesoro del Amazonas,Peter Berg,144
Un abogado defiende a un oficial acusado de ordenar a sus tropas a disparar a civiles después de que asaltaran la embajada de EE. UU. en un país de Oriente Medio.,"vietnam war veteran, the white house, suspense, violencia, chanting","drama, suspense, bélico",2000.0,Reglas de compromiso,William Friedkin,145
Una pareja de mediana edad sospecha de un juego sucio cuando la esposa de su vecino cae muerta de repente.,"being followed in a car, cheap hotel, reference to warren comission, referencia a Orson Welles, referencia a Bob Hope","comedia, misterio",1994.0,Misterioso asesinato en Manhattan,Woody Allen,146
"Tirado al otro lado de la galaxia, donde la Federación está a setenta y cinco años de distancia a la velocidad máxima de la deformación, una nave de la Flota Estelar debe cooperar con los rebeldes Maquis para encontrar el camino a ca","starship crew, female commanding officer, captain, holograma, Star Trek","acción, aventura, ciencia ficción",1995.0,Star Trek: Voyager,,147
Un mercenario sin piedad renuncia a la violencia cuando descubre que su alma se dirige al infierno. Intenta redimirse cuando una joven es secuestrada y su familia asesinada por un hechicero.,"violencia, redención, venganza, burning sword, handheld weapon","acción, aventura, fantasía",2010.0,Solomon Kane,M.J. Bassett,148
